;;;;;;;;;;;;;;;;;;;;
PNAD Covid;;;;;;;;;;;;;;;;;;;;
Periodicidade da divulgação: Mensal;;;;;;;;;;;;;;;;;;;;
Nota:os indicadores de mercado de trabalho são para as pessoas de 14 anos ou mais de idade e tem como referência a semana anterior a entrevista;;;;;;;;;;;;;;;;;;;;
Nota 1: Inclusive pessoas de cor amarela ou indígena.;;;;;;;;;;;;;;;;;;;;
Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Julho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores de apoio administrativo;-;-;3,1;2,9;-;2,9;-;2,7;-;2,7;-;2,7;-;2,8;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores dos serviços, vendedores dos comércios e mercados;-;-;1,8;1,7;-;1,8;-;1,7;-;1,7;-;1,7;-;1,7;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;-;-;3,4;3,2;-;3,5;-;3,3;-;3,2;-;3,2;-;3,2;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios;-;-;2,2;2,1;-;2,0;-;2,2;-;2,1;-;2,0;-;2,0;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Operadores de instalações e máquinas e montadores;-;-;2,7;2,6;-;2,7;-;2,6;-;2,6;-;2,5;-;2,6;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Ocupações elementares;-;-;2,0;1,9;-;2,0;-;1,9;-;1,9;-;1,9;-;1,9;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Membros das forças armadas, policiais e bombeiros militares;-;-;8,4;8,0;-;8,0;-;8,5;-;8,0;-;8,1;-;8,0;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Outras;-;-;2,2;2,1;-;2,2;-;2,3;-;2,3;-;2,5;-;2,5;-;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Queda;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Diretores e gerentes;-;-;2,3;2,4;Estável;2,5;Aumento;2,5;Estável;2,5;Estável;2,5;Estável;2,4;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Profissionais das ciências e intelectuais;-;-;11,5;11,4;Estável;11,6;Estável;11,8;Estável;11,6;Estável;11,7;Estável;11,6;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Técnicos e profissionais de nível médio;-;-;5,2;5,2;Estável;5,9;Aumento;5,9;Estável;5,7;Estável;5,8;Estável;5,7;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores de apoio administrativo;-;-;6,0;6,1;Estável;6,6;Aumento;6,8;Estável;6,9;Estável;6,9;Estável;6,9;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores dos serviços, vendedores dos comércios e mercados;-;-;17,7;17,7;Estável;17,5;Estável;18,0;Aumento;18,3;Estável;18,5;Estável;18,9;Aumento;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;-;-;9,9;9,2;Queda;9,0;Estável;8,3;Queda;8,3;Estável;8,0;Queda;7,9;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios;-;-;12,3;12,5;Estável;13,1;Aumento;13,5;Estável;13,6;Estável;13,7;Estável;13,9;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Operadores de instalações e máquinas e montadores;-;-;6,8;7,0;Estável;7,1;Estável;7,2;Estável;7,3;Estável;7,3;Estável;7,2;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Ocupações elementares;-;-;15,5;15,9;Estável;15,7;Estável;16,0;Estável;16,0;Estável;16,2;Estável;16,1;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Membros das forças armadas, policiais e bombeiros militares;-;-;0,7;0,9;Aumento;0,9;Estável;0,8;Queda;0,9;Aumento;0,8;Estável;0,8;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Outras;-;-;12,1;11,8;Estável;9,9;Queda;9,2;Queda;9,0;Estável;8,6;Queda;8,5;Estável;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Diretores e gerentes;-;-;5,0;4,8;-;4,9;-;5,0;-;4,8;-;4,9;-;4,8;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Profissionais das ciências e intelectuais;-;-;2,7;2,8;-;2,8;-;2,8;-;2,8;-;2,7;-;2,7;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Técnicos e profissionais de nível médio;-;-;3,1;3,1;-;3,0;-;3,1;-;3,0;-;3,1;-;3,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores de apoio administrativo;-;-;3,0;2,8;-;2,8;-;2,7;-;2,7;-;2,6;-;2,7;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores dos serviços, vendedores dos comércios e mercados;-;-;1,6;1,6;-;1,6;-;1,6;-;1,5;-;1,5;-;1,5;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;-;-;3,4;3,2;-;3,4;-;3,3;-;3,2;-;3,2;-;3,2;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios;-;-;2,1;2,1;-;2,0;-;2,1;-;2,1;-;1,9;-;2,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Operadores de instalações e máquinas e montadores;-;-;2,7;2,6;-;2,6;-;2,6;-;2,6;-;2,6;-;2,6;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Ocupações elementares;-;-;2,0;1,9;-;1,9;-;1,9;-;1,8;-;1,8;-;1,9;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Membros das forças armadas, policiais e bombeiros militares;-;-;8,4;7,9;-;8,0;-;8,4;-;8,0;-;8,0;-;8,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos ocupacionais;Outras;-;-;2,2;2,0;-;2,2;-;2,2;-;2,3;-;2,5;-;2,5;-;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Total;-;-;  18 830 ;  18 591 ; Queda ;  17 948 ; Queda ;  18 038 ; Estável ;  18 279 ; Aumento ;  18 591 ; Aumento ;  18 788 ; Aumento ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;  2 299 ;  2 216 ; Estável ;  2 138 ; Queda ;  2 063 ; Queda ;  2 074 ; Estável ;  2 062 ; Estável ;  2 050 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Indústria geral;-;-;  1 424 ;  1 445 ; Estável ;  1 455 ; Estável ;  1 450 ; Estável ;  1 481 ; Estável ;  1 520 ; Estável ;  1 527 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Indústrias de transformação;-;-;  1 135 ;  1 152 ; Estável ;  1 166 ; Estável ;  1 157 ; Estável ;  1 185 ; Estável ;  1 226 ; Estável ;  1 249 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Construção;-;-;  1 247 ;  1 255 ; Estável ;  1 316 ; Aumento ;  1 396 ; Aumento ;  1 445 ; Estável ;  1 485 ; Estável ;  1 504 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;  2 913 ;  2 994 ; Estável ;  2 996 ; Estável ;  3 100 ; Aumento ;  3 194 ; Aumento ;  3 270 ; Aumento ;  3 313 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;   851 ;   875 ; Estável ;   849 ; Estável ;   889 ; Aumento ;   887 ; Estável ;   887 ; Estável ;   896 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Alojamento e alimentação;-;-;  1 257 ;  1 174 ; Queda ;  1 040 ; Queda ;  1 044 ; Estável ;  1 062 ; Estável ;  1 118 ; Aumento ;  1 162 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;  1 380 ;  1 371 ; Estável ;  1 384 ; Estável ;  1 383 ; Estável ;  1 399 ; Estável ;  1 426 ; Estável ;  1 463 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;  4 177 ;  4 177 ; Estável ;  4 184 ; Estável ;  4 174 ; Estável ;  4 204 ; Estável ;  4 273 ; Aumento ;  4 302 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Serviços domésticos;-;-;  1 068 ;  1 001 ; Queda ;   922 ; Queda ;   906 ; Estável ;   908 ; Estável ;   927 ; Estável ;   943 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Outros serviços;-;-;   682 ;   671 ; Estável ;   557 ; Queda ;   567 ; Estável ;   591 ; Estável ;   644 ; Aumento ;   660 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Grupamentos de atividade;Outras atividades;-;-;  1 531 ;  1 413 ; Queda ;  1 108 ; Queda ;  1 064 ; Queda ;  1 035 ; Estável ;   977 ; Queda ;   969 ; Estável ;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Total;-;-;0,6;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;3,0;2,9;-;3,1;-;3,0;-;3,0;-;3,0;-;3,0;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Indústria geral;-;-;3,2;3,1;-;2,9;-;2,9;-;2,9;-;2,9;-;2,8;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Indústrias de transformação;-;-;3,7;3,6;-;3,3;-;3,3;-;3,3;-;3,4;-;3,3;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Construção;-;-;2,9;2,8;-;2,7;-;2,6;-;2,6;-;2,6;-;2,6;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;2,2;2,1;-;2,0;-;2,0;-;1,9;-;1,9;-;1,9;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;3,3;3,2;-;3,4;-;3,3;-;3,3;-;3,2;-;3,2;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Alojamento e alimentação;-;-;3,2;3,1;-;3,3;-;3,3;-;3,3;-;3,2;-;3,1;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;2,8;2,7;-;2,8;-;2,7;-;2,8;-;2,7;-;2,6;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;1,8;1,8;-;1,8;-;1,8;-;1,7;-;1,8;-;1,7;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Serviços domésticos;-;-;2,9;2,8;-;3,0;-;3,0;-;3,0;-;3,0;-;3,0;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Outros serviços;-;-;4,0;3,8;-;4,0;-;4,1;-;3,9;-;3,9;-;3,9;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Outras atividades;-;-;3,0;2,9;-;3,3;-;3,3;-;3,3;-;3,5;-;3,4;-;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Queda;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;12,2;11,9;Estável;11,9;Estável;11,4;Queda;11,3;Estável;11,1;Estável;10,9;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Indústria geral;-;-;7,6;7,8;Estável;8,1;Aumento;8,0;Estável;8,1;Estável;8,2;Estável;8,1;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Indústrias de transformação;-;-;6,0;6,2;Estável;6,5;Aumento;6,4;Estável;6,5;Estável;6,6;Estável;6,6;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Construção;-;-;6,6;6,7;Estável;7,3;Aumento;7,7;Aumento;7,9;Estável;8,0;Estável;8,0;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;15,5;16,1;Aumento;16,7;Aumento;17,2;Aumento;17,5;Estável;17,6;Estável;17,6;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;4,5;4,7;Estável;4,7;Estável;4,9;Aumento;4,9;Estável;4,8;Estável;4,8;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Alojamento e alimentação;-;-;6,7;6,3;Queda;5,8;Queda;5,8;Estável;5,8;Estável;6,0;Estável;6,2;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;7,3;7,4;Estável;7,7;Aumento;7,7;Estável;7,7;Estável;7,7;Estável;7,8;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;22,2;22,5;Estável;23,3;Aumento;23,1;Estável;23,0;Estável;23,0;Estável;22,9;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Serviços domésticos;-;-;5,7;5,4;Queda;5,1;Queda;5,0;Estável;5,0;Estável;5,0;Estável;5,0;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Outros serviços;-;-;3,6;3,6;Estável;3,1;Queda;3,1;Estável;3,2;Estável;3,5;Aumento;3,5;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Outras atividades;-;-;8,1;7,6;Queda;6,2;Queda;5,9;Queda;5,7;Queda;5,3;Queda;5,2;Estável;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Agricultura, pecuária, produção florestal, pesca e aquicultura;-;-;2,9;2,8;-;3,0;-;2,9;-;2,9;-;2,9;-;2,9;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Indústria geral;-;-;3,2;3,0;-;2,8;-;2,8;-;2,8;-;2,9;-;2,8;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Indústrias de transformação;-;-;3,7;3,5;-;3,3;-;3,3;-;3,3;-;3,3;-;3,2;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Construção;-;-;2,9;2,8;-;2,7;-;2,6;-;2,6;-;2,6;-;2,6;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;"Comércio; reparação de veículos automotores e motocicletas";-;-;2,0;2,0;-;1,8;-;1,8;-;1,7;-;1,8;-;1,7;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Transporte, armazenagem e correio;-;-;3,3;3,2;-;3,4;-;3,3;-;3,3;-;3,3;-;3,2;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Alojamento e alimentação;-;-;3,1;3,0;-;3,3;-;3,3;-;3,2;-;3,2;-;3,1;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas;-;-;2,8;2,6;-;2,7;-;2,6;-;2,7;-;2,6;-;2,5;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais;-;-;1,7;1,6;-;1,6;-;1,7;-;1,6;-;1,6;-;1,6;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Serviços domésticos;-;-;2,8;2,8;-;3,0;-;3,0;-;3,0;-;3,0;-;3,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Outros serviços;-;-;4,0;3,8;-;3,9;-;4,0;-;3,8;-;3,8;-;3,8;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Grupamentos de atividade;Outras atividades;-;-;2,9;2,9;-;3,2;-;3,2;-;3,3;-;3,4;-;3,3;-;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Condição de afastamento;Total;-;-;  18 830 ;  18 591 ; Queda ;  17 948 ; Queda ;  18 038 ; Estável ;  18 279 ; Aumento ;  18 591 ; Aumento ;  18 788 ; Aumento ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Condição de afastamento;Estava afastado do(s) trabalho(s) que tinha;-;-;  5 726 ;  4 489 ; Queda ;  2 666 ; Queda ;  1 708 ; Queda ;  1 325 ; Queda ;  1 184 ; Queda ;  1 170 ; Estável ;
Pessoas ocupadas (mil pessoas);Grande Região;Nordeste;Condição de afastamento;Não estava afastado do(s) trabalho(s) que tinha;-;-;  13 104 ;  14 101 ; Aumento ;  15 283 ; Aumento ;  16 331 ; Aumento ;  16 954 ; Aumento ;  17 407 ; Aumento ;  17 618 ; Aumento ;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Total;-;-;0,6;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Estava afastado do(s) trabalho(s) que tinha;-;-;1,4;1,5;-;1,9;-;2,3;-;2,5;-;2,8;-;2,8;-;
CV - Pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Não estava afastado do(s) trabalho(s) que tinha;-;-;0,8;0,8;-;0,7;-;0,7;-;0,6;-;0,6;-;0,6;-;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Queda;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Estava afastado do(s) trabalho(s) que tinha;-;-;30,4;24,1;Queda;14,9;Queda;9,5;Queda;7,2;Queda;6,4;Queda;6,2;Estável;
Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Não estava afastado do(s) trabalho(s) que tinha;-;-;69,6;75,9;Aumento;85,1;Aumento;90,5;Aumento;92,8;Aumento;93,6;Aumento;93,8;Estável;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Estava afastado do(s) trabalho(s) que tinha;-;-;1,3;1,4;-;1,8;-;2,3;-;2,5;-;2,8;-;2,8;-;
CV - Distribuição das pessoas ocupadas (%);Grande Região;Nordeste;Condição de afastamento;Não estava afastado do(s) trabalho(s) que tinha;-;-;0,6;0,4;-;0,3;-;0,2;-;0,2;-;0,2;-;0,2;-;
Pessoas ocupadas e afastadas do trabalho que tinham (mil pessoas);Grande Região;Nordeste;Condição (status) de remuneração do trabalho;Total;-;-;  5 726 ;  4 489 ; Queda ;  2 666 ; Queda ;  1 708 ; Queda ;  1 325 ; Queda ;  1 184 ; Queda ;  1 170 ; Estável ;
Pessoas ocupadas e afastadas do trabalho que tinham (mil pessoas);Grande Região;Nordeste;Condição (status) de remuneração do trabalho;Continuou a receber remuneração ou já era não remunerado;-;-;  2 562 ;  2 166 ; Queda ;  1 741 ; Queda ;  1 264 ; Queda ;  1 018 ; Queda ;   926 ; Queda ;   896 ; Estável ;
Pessoas ocupadas e afastadas do trabalho que tinham (mil pessoas);Grande Região;Nordeste;Condição (status) de remuneração do trabalho;Deixou de receber remuneração;-;-;  3 164 ;  2 324 ; Queda ;   924 ; Queda ;   444 ; Queda ;   307 ; Queda ;   258 ; Queda ;   275 ; Estável ;
CV - Pessoas ocupadas e afastadas do trabalho que tinham (%);Grande Região;Nordeste;Condição (status) de remuneração do trabalho;Total;-;-;1,4;1,5;-;1,9;-;2,3;-;2,5;-;2,8;-;2,8;-;
CV - Pessoas ocupadas e afastadas do trabalho que tinham (%);Grande Região;Nordeste;Condição (status) de remuneração do trabalho;Continuou a receber remuneração ou já era não remunerado;-;-;2,0;2,1;-;2,4;-;2,6;-;2,8;-;3,2;-;3,2;-;
